Timestamps,PSM1x,PSM1y,PSM1z,PSM1_quat_x,PSM1_quat_y,PSM1_quat_z,PSM1_quat_w,PSM2x,PSM2y,PSM2z,PSM2_quat_x,PSM2_quat_y,PSM2_quat_z,PSM2_quat_w,PSM1_linearv_x,PSM1_linearv_y,PSM1_linearv_z,PSM1_angularv_x,PSM1_angularv_y,PSM1_angularv_z,PSM2_linearv_x,PSM2_linearv_y,PSM2_linearv_z,PSM2_angularv_x,PSM2_angularv_y,PSM2_angularv_z,jaw1_position,jaw1_velocity,jaw1_effort,jaw2_position,jaw2_velocity,jaw2_effort,Distance
30923,-0.10302782855847063,-0.06087756026461074,-0.09580862388490302,0.8180741781723435,-0.5087554428470068,-0.20414702033236296,0.17391530257745752,0.11680239533478191,-0.023485021983922574,-0.09026839454613737,-0.18232503658884933,0.9444792916310393,0.13395431441066466,0.23827020452371675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36719746066985975,0.0,0.0015542699571009081,1.3021788952224742,0.0,0.0002798493704655125,0.22305654753258508
30924,-0.10302802415205996,-0.06087769852930672,-0.09580832569803698,0.8181109571550325,-0.5086801263613419,-0.20420604180988086,0.17389331015374673,0.11680233835739243,-0.02348446772588779,-0.09026861247045997,-0.18224888857210245,0.9444756708066439,0.13401522073475214,0.23830856149116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36719746066985975,0.0,0.001393591368334805,1.3021788952224742,0.0,0.00023967972327389316,0.22305678741880683
30925,-0.10302821970205599,-0.060877836861271926,-0.09580802751377872,0.8181477271446627,-0.5086048042840272,-0.20426506104267014,0.17387131581851947,0.11680233835739243,-0.02348446772588779,-0.09026861247045997,-0.18224888857210245,0.9444756708066439,0.13401522073475214,0.23830856149116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36719746066985975,0.0,0.0009115556020368692,1.3021788952224742,0.0,0.00011917078169940924,0.223056995924911
30926,-0.10302821970205599,-0.060877836861271926,-0.09580802751377872,0.8181477271446627,-0.5086048042840272,-0.20426506104267014,0.17387131581851947,0.11680233835739243,-0.02348446772588779,-0.09026861247045997,-0.18224888857210245,0.9444756708066439,0.13401522073475214,0.23830856149116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36719746066985975,0.0,0.001273082426760321,1.3021788952224742,0.0,0.0005208672536144804,0.223056995924911
30927,-0.10302782855847063,-0.06087756026461074,-0.09580862388490302,0.8180741781723435,-0.5087554428470068,-0.20414702033236296,0.17391530257745752,0.11680233835739243,-0.02348446772588779,-0.09026861247045997,-0.18224888857210245,0.9444756708066439,0.13401522073475214,0.23830856149116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36719746066985975,0.0,0.001152573485185837,1.3021788952224742,0.0,0.0005208672536144805,0.22305657888154265
30928,-0.10302782855847063,-0.06087756026461074,-0.09580862388490302,0.8180741781723435,-0.5087554428470068,-0.20414702033236296,0.17391530257745752,0.11680233835739243,-0.02348446772588779,-0.09026861247045997,-0.18224888857210245,0.9444756708066439,0.13401522073475214,0.23830856149116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36719746066985975,0.0,0.0009115556020370564,1.3021788952224742,0.0,0.00023967972327389322,0.22305657888154265
30929,-0.10302821970205599,-0.060877836861271926,-0.09580802751377872,0.8181477271446627,-0.5086048042840272,-0.20426506104267014,0.17387131581851947,0.11680233835739243,-0.02348446772588779,-0.09026861247045997,-0.18224888857210245,0.9444756708066439,0.13401522073475214,0.23830856149116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36719746066985975,0.0,0.0013132520739517534,1.3021788952224742,0.0,0.000199510076082461,0.223056995924911
30930,-0.10302821970205599,-0.060877836861271926,-0.09580802751377872,0.8181477271446627,-0.5086048042840272,-0.20426506104267014,0.17387131581851947,0.11680233835739243,-0.02348446772588779,-0.09026861247045997,-0.18224888857210245,0.9444756708066439,0.13401522073475214,0.23830856149116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36719746066985975,0.0,0.0012730824267603211,1.3021788952224742,0.0,0.0003601886648485642,0.223056995924911
30931,-0.10302782855847063,-0.06087756026461074,-0.09580862388490302,0.8180741781723435,-0.5087554428470068,-0.20414702033236296,0.17391530257745752,0.11680233835739243,-0.02348446772588779,-0.09026861247045997,-0.18224888857210245,0.9444756708066439,0.13401522073475214,0.23830856149116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36719746066985975,0.0,0.0005098591301219852,1.3021788952224742,0.0,0.000601206547997532,0.22305657888154265
30932,-0.10302782855847063,-0.06087756026461074,-0.09580862388490302,0.8180741781723435,-0.5087554428470068,-0.20414702033236296,0.17391530257745752,0.11680233835739243,-0.02348446772588779,-0.09026861247045997,-0.18224888857210245,0.9444756708066439,0.13401522073475214,0.23830856149116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36719746066985975,0.0,0.00038935018854750124,1.3021788952224742,0.0,0.00019951007608246088,0.22305657888154265
30933,-0.10302821970205599,-0.060877836861271926,-0.09580802751377872,0.8181477271446627,-0.5086048042840272,-0.20426506104267014,0.17387131581851947,0.11680233835739243,-0.02348446772588779,-0.09026861247045997,-0.18224888857210245,0.9444756708066439,0.13401522073475214,0.23830856149116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36719746066985975,0.0,0.0013534217211433727,1.3021788952224742,0.0,0.00044052795923142874,0.223056995924911
30934,-0.10302821970205599,-0.060877836861271926,-0.09580802751377872,0.8181477271446627,-0.5086048042840272,-0.20426506104267014,0.17387131581851947,0.11680233835739243,-0.02348446772588779,-0.09026861247045997,-0.18224888857210245,0.9444756708066439,0.13401522073475214,0.23830856149116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36719746066985975,0.0,0.0015944396042923406,1.3021788952224742,0.0,0.0005610369008059127,0.223056995924911
30935,-0.10302802415205996,-0.06087769852930672,-0.09580832569803698,0.8181109571550325,-0.5086801263613419,-0.20420604180988086,0.17389331015374673,0.11680233835739243,-0.02348446772588779,-0.09026861247045997,-0.18224888857210245,0.9444756708066439,0.13401522073475214,0.23830856149116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36719746066985975,0.0,0.0007910466604623854,1.3021788952224742,0.0,0.00048069760642304804,0.22305678741880683
30936,-0.10302782855847063,-0.06087756026461074,-0.09580862388490302,0.8180741781723435,-0.5087554428470068,-0.20414702033236296,0.17391530257745752,0.11680233835739243,-0.02348446772588779,-0.09026861247045997,-0.18224888857210245,0.9444756708066439,0.13401522073475214,0.23830856149116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36719746066985975,0.0,0.000750877013270953,1.3021788952224742,0.0,0.0006815458423803968,0.22305657888154265
30937,-0.10302802415205996,-0.06087769852930672,-0.09580832569803698,0.8180967510395766,-0.5086634453723277,-0.20424758948051852,0.17396013184589068,0.11680233835739243,-0.02348446772588779,-0.09026861247045997,-0.18224888857210245,0.9444756708066439,0.13401522073475214,0.23830856149116672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3668707725375912,0.0,0.0013534217211433727,1.3021788952224742,0.0,-8.167745425812628e-05,0.22305678741880683
30938,-0.10302821970205599,-0.060877836861271926,-0.09580802751377872,0.8181335228255536,-0.5085881184746478,-0.2043066025608987,0.17393814051406326,0.1168024523876516,-0.023485576198653452,-0.09026817653144853,-0.18240118260139382,0.9444829020732762,0.13389340661408877,0.23823184493708932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3668707725375912,0.0,0.002076475370590463,1.3021788952224742,0.0,0.0005208672536144805,0.22305693331026535
30939,-0.10302821970205599,-0.060877836861271926,-0.09580802751377872,0.8181335228255536,-0.5085881184746478,-0.2043066025608987,0.17393814051406326,0.1168024523876516,-0.023485576198653452,-0.09026817653144853,-0.18240118260139382,0.9444829020732762,0.13389340661408877,0.23823184493708932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3668707725375912,0.0,0.0019559664290157925,1.3021788952224742,0.0,0.00048069760642286113,0.22305693331026535
