Predicted Gesture,Timestamps,PSM1x,PSM1y,PSM1z,PSM1_quat_x,PSM1_quat_y,PSM1_quat_z,PSM1_quat_w,PSM2x,PSM2y,PSM2z,PSM2_quat_x,PSM2_quat_y,PSM2_quat_z,PSM2_quat_w,PSM1_linearv_x,PSM1_linearv_y,PSM1_linearv_z,PSM1_angularv_x,PSM1_angularv_y,PSM1_angularv_z,PSM2_linearv_x,PSM2_linearv_y,PSM2_linearv_z,PSM2_angularv_x,PSM2_angularv_y,PSM2_angularv_z,jaw1_position,jaw1_velocity,jaw1_effort,jaw2_position,jaw2_velocity,jaw2_effort,Distance
NH,360,-0.023533928039498,1.23993650534034,0.717671336844334,0.3625379589948,-0.572865860641612,0.703385637068802,-0.213634219086143,0.012502122922939,1.22838869635239,0.712581984335121,-0.555926697222237,-0.492815359771466,0.66824610193661,0.039059899326827,0,0,0,0,0,0,0,0,0,0.000943842669564,0,0,1.39610173324968,0,-9.26855777504345E-05,1.35036539473209,0.235830463943353,-0.000603882867747,0.038181806797904
NH,361,-0.023533928039498,1.23993650534034,0.717671336844334,0.3625466833794,-0.57289458599021,0.703362241001353,-0.213619413086119,0.012502122922939,1.22838869635239,0.712581984335121,-0.555925101576951,-0.492788068610647,0.66826622764819,0.039082602990367,0,0,0,0,0,0,0,0,0,0.021240813887112,0,0,1.39577504511742,0,-0.000373873108091,1.34856861000461,-0.33468543078762,-0.001808972283492,0.038181806797904
NH,362,-0.023533928039498,1.23993650534034,0.717671336844334,0.362529234005539,-0.572837134337557,0.703409031963106,-0.213649024729855,0.012502122922939,1.22838869635239,0.712581984335121,-0.555926697222237,-0.492815359771466,0.66824610193661,0.039059899326827,0,0,0,0,0,0,0,0,0,0,0,0,1.39610173324968,0,0.000670537718888,1.3475885456078,0,0.004819019503105,0.038181806797904
NH,363,-0.023533928039498,1.23993650534034,0.717671336844334,0.3625466833794,-0.57289458599021,0.703362241001353,-0.213619413086119,0.012502122922939,1.22838869635239,0.712581984335121,-0.555925101576951,-0.492788068610647,0.66826622764819,0.039082602990367,0,0,0,0,0,0,0,0,0,-0.002271958262141,0,0,1.39577504511742,0,-0.000132855224942,1.34954867440142,-0.527902186988618,-0.004138811820599,0.038181806797904
NH,364,-0.023533928039498,1.23993650534034,0.717671336844334,0.3625379589948,-0.572865860641612,0.703385637068802,-0.213634219086143,0.012502122922939,1.22838869635239,0.712581984335121,-0.555926697222237,-0.492815359771466,0.66824610193661,0.039059899326827,0,0,0,0,0,0,0,0,0,0,0,0,1.39593838918355,0,0.001072234190803,1.35036539473209,0,-0.003576436759918,0.038181806797904
NH,365,-0.023533928039498,1.23993650534034,0.717671336844334,0.3625466833794,-0.57289458599021,0.703362241001353,-0.213619413086119,0.012502122922939,1.22838869635239,0.712581984335121,-0.555926697222237,-0.492815359771466,0.66824610193661,0.039059899326827,0,0,0,0,0,0,0,0,0,-0.018725971669141,0,0,1.39577504511742,0,-0.000173024872133,1.35036539473209,0.338289279018344,0.001324260197444,0.038181806797904
NH,366,-0.023533928039498,1.23993650534034,0.717671336844334,0.362529234005539,-0.572837134337557,0.703409031963106,-0.213649024729855,0.012502122922939,1.22838869635239,0.712581984335121,-0.555926697222237,-0.492815359771466,0.66824610193661,0.039059899326827,0,0,0,0,0,0,0,0,0,0,0,0,1.39610173324968,0,0.000791046660463,1.35036539473209,0,-0.00470118688128,0.038181806797904
NH,367,-0.023533928039498,1.23993650534034,0.717671336844334,0.3625466833794,-0.57289458599021,0.703362241001353,-0.213619413086119,0.012502122922939,1.22838869635239,0.712581984335121,-0.555925101576951,-0.492788068610647,0.66826622764819,0.039082602990367,0,0,0,0,0,0,0,0,0,-0.015279201543726,0,0,1.39577504511742,0,0.00018850195259,1.35020205066595,0.263718946009161,0.000239679723274,0.038181806797904
NH,368,-0.023533928039498,1.23993650534034,0.717671336844334,0.362529234005539,-0.572837134337557,0.703409031963106,-0.213649024729855,0.012502122922939,1.22838869635239,0.712581984335121,-0.555925101576951,-0.492788068610647,0.66826622764819,0.039082602990367,0,0,0,0,0,0,0,0,0,0.004791414753929,0,0,1.39610173324968,0,0.000509859130122,1.34987536253368,-0.220850089374746,-0.004098642173408,0.038181806797904
NH,369,-0.023533928039498,1.23993650534034,0.717671336844334,0.3625466833794,-0.57289458599021,0.703362241001353,-0.213619413086119,0.012502122922939,1.22838869635239,0.712581984335121,-0.555926697222237,-0.492815359771466,0.66824610193661,0.039059899326827,0,0,0,0,0,0,0,0,0,-0.001428113852396,0,0,1.39577504511742,0,0.000148332305398,1.34807857780621,-0.159798103504214,0.001806295963742,0.038181806797904
NH,370,-0.023533928039498,1.23993650534034,0.717671336844334,0.362529234005539,-0.572837134337557,0.703409031963106,-0.213649024729855,0.012502122922939,1.22838869635239,0.712581984335121,-0.555925101576951,-0.492788068610647,0.66826622764819,0.039082602990367,0,0,0,0,0,0,0,0,0,-0.068034934253909,0,0,1.39610173324968,0,-0.000494382049666,1.35020205066595,-0.136058695091123,-0.004339660056557,0.038181806797904
NH,371,-0.023533928039498,1.23993650534034,0.717671336844334,0.3625466833794,-0.57289458599021,0.703362241001353,-0.213619413086119,0.012502122922939,1.22838869635239,0.712581984335121,-0.555925101576951,-0.492788068610647,0.66826622764819,0.039082602990367,0,0,0,0,0,0,0,0,0,0.01572565735083,0,0,1.39577504511742,0,-0.000373873108091,1.34791523374007,-0.27144631400132,0.000239679723274,0.038181806797904
NH,372,-0.023533928039498,1.23993650534034,0.717671336844334,0.362529234005539,-0.572837134337557,0.703409031963106,-0.213649024729855,0.012502122922939,1.22838869635239,0.712581984335121,-0.555923505004464,-0.492760776627929,0.668286352245199,0.039105306588724,0,0,0,0,0,0,0,0,0,-0.008479593560269,0,0,1.39610173324968,0,0.000550028777313,1.34905864220301,0.501445490569105,0.004778849855913,0.038181806797904
NH,373,-0.023533928039498,1.23993650534034,0.717671336844334,0.3625466833794,-0.57289458599021,0.703362241001353,-0.213619413086119,0.012502122922939,1.22838869635239,0.712581984335121,-0.555925101576951,-0.492788068610647,0.66826622764819,0.039082602990367,0,0,0,0,0,0,0,0,0,0.006072760596813,0,0,1.39577504511742,0,-0.000373873108091,1.34791523374007,-0.199973851918267,0.000239679723274,0.038181806797904
NH,374,-0.023533928039498,1.23993650534034,0.717671336844334,0.362529234005539,-0.572837134337557,0.703409031963106,-0.213649024729855,0.012502122922939,1.22838869635239,0.712581984335121,-0.555925101576951,-0.492788068610647,0.66826622764819,0.039082602990367,0,0,0,0,0,0,0,0,0,0.000666924754512,0,0,1.39610173324968,0,0.000429519835739,1.34889529813688,0.510476448970625,0.004578001619956,0.038181806797904
NH,375,-0.023533928039498,1.23993650534034,0.717671336844334,0.3625466833794,-0.57289458599021,0.703362241001353,-0.213619413086119,0.012502122922939,1.22838869635239,0.712581984335121,-0.555923505004464,-0.492760776627929,0.668286352245199,0.039105306588724,0,0,0,0,0,0,0,0,0,-0.000605262102346,0,0,1.39577504511742,0,-0.000655060638431,1.34807857780621,-0.253424851031114,0.000279849370466,0.038181806797904
NH,376,-0.023533928039498,1.23993650534034,0.717671336844334,0.362529234005539,-0.572837134337557,0.703409031963106,-0.213649024729855,0.012502122922939,1.22838869635239,0.712581984335121,-0.555923505004464,-0.492760776627928,0.668286352245199,0.039105306588724,0,0,0,0,0,0,0,0,0,0.003362607531471,0,0,1.39610173324968,0,0.000550028777313,1.34873195407074,-0.492469238307331,-0.003134570640812,0.038181806797904
NH,377,-0.023533928039498,1.23993650534034,0.717671336844334,0.3625466833794,-0.57289458599021,0.703362241001353,-0.213619413086119,0.012502122922939,1.22838869635239,0.712581984335121,-0.555925101576951,-0.492788068610647,0.66826622764819,0.039082602990367,0,0,0,0,0,0,0,0,0,0,0,0,1.39577504511742,0,0.000228671599781,1.35118211506276,0,-0.003536267112727,0.038181806797904
NH,378,-0.023533928039498,1.23993650534034,0.717671336844334,0.362529234005539,-0.572837134337557,0.703409031963106,-0.213649024729855,0.012502122922939,1.22838869635239,0.712581984335121,-0.555925101576951,-0.492788068610647,0.66826622764819,0.039082602990367,0,0,0,0,0,0,0,0,0,0.004462493736028,0,0,1.39610173324968,0,0.000108162658207,1.34856861000461,-0.39350934966767,-0.002210668755407,0.038181806797904
NH,379,-0.023533928039498,1.23993650534034,0.717671336844334,0.3625466833794,-0.57289458599021,0.703362241001353,-0.213619413086119,0.012502122922939,1.22838869635239,0.712581984335121,-0.555923505004464,-0.492760776627929,0.668286352245199,0.039105306588724,0,0,0,0,0,0,0,0,0,-0.019611420174729,0,0,1.39577504511742,0,0.000309010894164,1.35036539473209,0.039219619554553,-0.002893552757663,0.038181806797904
NH,380,-0.023533928039498,1.23993650534034,0.717671336844334,0.362529234005539,-0.572837134337557,0.703409031963106,-0.213649024729855,0.012502122922939,1.22838869635239,0.712581984335121,-0.555925101576951,-0.492788068610647,0.66826622764819,0.039082602990367,0,0,0,0,0,0,0,0,0,0.007893833252691,0,0,1.39610173324968,0,-0.000253364166517,1.34824192187234,-0.405114623173186,-0.001367106164386,0.038181806797904
NH,381,-0.023533928039498,1.23993650534034,0.717671336844334,0.3625466833794,-0.57289458599021,0.703362241001353,-0.213619413086119,0.012502122922939,1.22838869635239,0.712581984335121,-0.555925101576951,-0.492788068610647,0.66826622764819,0.039082602990367,0,0,0,0,0,0,0,0,0,0,0,0,1.39577504511742,0,0.001032064543611,1.34791523374007,0,0.00441732303119,0.038181806797904
