Timestamps,PSM1x,PSM1y,PSM1z,PSM1_quat_x,PSM1_quat_y,PSM1_quat_z,PSM1_quat_w,PSM2x,PSM2y,PSM2z,PSM2_quat_x,PSM2_quat_y,PSM2_quat_z,PSM2_quat_w,PSM1_linearv_x,PSM1_linearv_y,PSM1_linearv_z,PSM1_angularv_x,PSM1_angularv_y,PSM1_angularv_z,PSM2_linearv_x,PSM2_linearv_y,PSM2_linearv_z,PSM2_angularv_x,PSM2_angularv_y,PSM2_angularv_z,jaw1_position,jaw1_velocity,jaw1_effort,jaw2_position,jaw2_velocity,jaw2_effort
1650150519807577798,-0.03835853781175111,0.04280774430157356,-0.0965143595524925,0.7583540989811682,-0.6394546691536372,-0.11944751928801203,-0.041582169159541583,0.05616581650202826,0.07099326168882204,-0.05696251592338421,-0.39388409519413364,0.857536156677306,0.3032578015095315,0.13236980534781775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959383891835504,0.0,0.011275324577443235,0.7886251512963003,0.0,0.003131894321061695
1650150519840055642,-0.03835928316522458,0.04280774430157356,-0.09651406331687346,0.7583536377448726,-0.6394548297128626,-0.11945044757018679,-0.04157969999043411,0.05616581650202826,0.07099326168882204,-0.05696251592338421,-0.39388409519413364,0.857536156677306,0.3032578015095315,0.13236980534781775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959383891835504,0.0,0.011034306694294269,0.7886251512963003,0.0,0.002931046085104346
1650150519873368382,-0.03835928316522458,0.04280774430157356,-0.09651406331687346,0.7583536377448726,-0.6394548297128626,-0.11945044757018679,-0.04157969999043411,0.05616581650202826,0.07099326168882204,-0.05696251592338421,-0.39388409519413364,0.857536156677306,0.3032578015095315,0.13236980534781775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959383891835504,0.0,0.011315494224634667,0.7886251512963003,0.0,0.0029712157322959658
1650150519905868296,-0.03835928316522458,0.04280774430157356,-0.09651406331687346,0.7583536377448726,-0.6394548297128626,-0.11945044757018679,-0.04157969999043411,0.05616581650202826,0.07099326168882204,-0.05696251592338421,-0.39388409519413364,0.857536156677306,0.3032578015095315,0.13236980534781775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959383891835504,0.0,0.011636851402166689,0.7886251512963003,0.0,0.0028105371435298626
1650150519940768345,-0.03835853781175111,0.04280774430157356,-0.0965143595524925,0.7583540989811682,-0.6394546691536372,-0.11944751928801203,-0.041582169159541583,0.05616581650202826,0.07099326168882204,-0.05696251592338421,-0.39388409519413364,0.857536156677306,0.3032578015095315,0.13236980534781775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959383891835504,0.0,0.01111464598867732,0.7886251512963003,0.0,0.002890876437912727
1650150519973632488,-0.03835928316522458,0.04280774430157356,-0.09651406331687346,0.7583536377448726,-0.6394548297128626,-0.11945044757018679,-0.04157969999043411,0.05616581650202826,0.07099326168882204,-0.05696251592338421,-0.39388409519413364,0.857536156677306,0.3032578015095315,0.13236980534781775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959383891835504,0.0,0.0107932888111453,0.7886251512963003,0.0,0.0024490103188064103
1650150520005818181,-0.03835853781175111,0.04280774430157356,-0.0965143595524925,0.7583540989811682,-0.6394546691536372,-0.11944751928801203,-0.041582169159541583,0.05616581650202826,0.07099326168882204,-0.05696251592338421,-0.39388409519413364,0.857536156677306,0.3032578015095315,0.13236980534781775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959383891835504,0.0,0.01199837822689014,0.7886251512963003,0.0,0.0027301978491468108
1650150520040638190,-0.03835853781175111,0.04280774430157356,-0.0965143595524925,0.7583540989811682,-0.6394546691536372,-0.11944751928801203,-0.041582169159541583,0.05616581650202826,0.07099326168882204,-0.05696251592338421,-0.39388409519413364,0.857536156677306,0.3032578015095315,0.13236980534781775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959383891835504,0.0,0.011355663871826287,0.7886251512963003,0.0,0.002931046085104346
1650150520073367746,-0.03835853781175111,0.04280774430157356,-0.0965143595524925,0.7583540989811682,-0.6394546691536372,-0.11944751928801203,-0.041582169159541583,0.05616581650202826,0.07099326168882204,-0.05696251592338421,-0.39388409519413364,0.857536156677306,0.3032578015095315,0.13236980534781775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959383891835504,0.0,0.010672779869570815,0.7886251512963003,0.0,0.0036139300873598177
1650150520106497080,-0.03835853781175111,0.04280774430157356,-0.0965143595524925,0.7583540989811682,-0.6394546691536372,-0.11944751928801203,-0.041582169159541583,0.05616509026866827,0.070993949786648,-0.056962374403479024,-0.3938105473923421,0.8575486342815996,0.30332790849642294,0.1323471666923514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959383891835504,0.0,0.011677021049358307,0.7886251512963003,0.0,0.0029712157322957784
1650150520140490994,-0.03835928316522458,0.04280774430157356,-0.09651406331687346,0.7583536377448726,-0.6394548297128626,-0.11945044757018679,-0.04157969999043411,0.05616436412675622,0.07099463794357679,-0.0569622327018215,-0.3937369952616009,0.8575611024593169,0.303398012148992,0.1323245265820631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959383891835504,0.0,0.011275324577443235,0.7886251512963003,0.0,0.003172063968253314
1650150520174104196,-0.03835853781175111,0.04280774430157356,-0.0965143595524925,0.7583540989811682,-0.6394546691536372,-0.11944751928801203,-0.041582169159541583,0.05616436412675622,0.07099463794357679,-0.0569622327018215,-0.3937369952616009,0.8575611024593169,0.303398012148992,0.1323245265820631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959383891835504,0.0,0.010953967399911217,0.7886251512963003,0.0,0.002931046085104346
1650150520207008847,-0.03835853781175111,0.04280774430157356,-0.0965143595524925,0.7583540989811682,-0.6394546691536372,-0.11944751928801203,-0.041582169159541583,0.05616436412675622,0.07099463794357679,-0.0569622327018215,-0.3937369952616009,0.8575611024593169,0.303398012148992,0.1323245265820631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959383891835504,0.0,0.01139583351901772,0.7886251512963003,0.0,0.0027301978491468103
1650150520240661440,-0.03835928316522458,0.04280774430157356,-0.09651406331687346,0.7583536377448726,-0.6394548297128626,-0.11945044757018679,-0.04157969999043411,0.05616436412675622,0.07099463794357679,-0.0569622327018215,-0.3937369952616009,0.8575611024593169,0.303398012148992,0.1323245265820631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959383891835504,0.0,0.01111464598867732,0.7886251512963003,0.0,0.0026096889075723265
