Timestamps,PSM1x,PSM1y,PSM1z,PSM1_quat_x,PSM1_quat_y,PSM1_quat_z,PSM1_quat_w,PSM2x,PSM2y,PSM2z,PSM2_quat_x,PSM2_quat_y,PSM2_quat_z,PSM2_quat_w,PSM1_linearv_x,PSM1_linearv_y,PSM1_linearv_z,PSM1_angularv_x,PSM1_angularv_y,PSM1_angularv_z,PSM2_linearv_x,PSM2_linearv_y,PSM2_linearv_z,PSM2_angularv_x,PSM2_angularv_y,PSM2_angularv_z,jaw1_position,jaw1_velocity,jaw1_effort,jaw2_position,jaw2_velocity,jaw2_effort
1650324732746527514,-0.11584056262292058,-0.10055760779412694,-0.1381493120688001,0.9765968986026484,-0.12660617746686562,-0.16876668665676003,-0.041799269632568074,0.11560119003467964,-0.05293777491640094,-0.15070786339958084,-0.15411959379031254,0.9458843969054597,0.1610496088839889,0.23582383674899843,-2.086751610677115e-07,1.3432644440484517e-07,6.930559058555506e-09,4.726642738263004e-05,6.672040929299148e-05,0.00013000596199953145,0.0,0.0,0.0,0.0,0.0,0.0,1.3962650773158192,0.0,0.0030003772559949026,1.396265077315819,0.0,0.0031720639682533145
1650324732778593260,-0.11584162950970008,-0.10055760779412694,-0.13814841745895937,0.9765962469253483,-0.1266063388682186,-0.16877045765398865,-0.04179878075941205,0.1156000261546613,-0.05293777491640094,-0.1507087561521972,-0.15411897191760907,0.9458853075006564,0.161050203995015,0.2358201843409768,-2.0867493823494348e-07,1.343268432217143e-07,6.929538561761397e-09,4.726567435574567e-05,6.671992366341925e-05,0.00013000648500443917,0.0,0.0,0.0,0.0,0.0,0.0,1.3962650773158192,0.0,0.0030405469031863346,1.396265077315819,0.0,0.002971215732295778
1650324732811596152,-0.11584213342074157,-0.10055621551250868,-0.13814900834058846,0.9765958068863367,-0.12660828997268622,-0.16877072489687978,-0.041802072915092525,0.1156000261546613,-0.05293777491640094,-0.1507087561521972,-0.15411897191760907,0.9458853075006564,0.161050203995015,0.2358201843409768,-2.0867439024878233e-07,1.343276167442133e-07,6.93104581329973e-09,4.7266404042890675e-05,6.671901094284751e-05,0.0001300066881234491,0.0,0.0,0.0,0.0,0.0,0.0,1.3962650773158192,0.0,0.0022371539593563795,1.396265077315819,0.0,0.003011385379487398
1650324732845506715,-0.11584213342074157,-0.10055621551250868,-0.13814900834058846,0.9765958068863367,-0.12660828997268622,-0.16877072489687978,-0.041802072915092525,0.11560119003467964,-0.05293777491640094,-0.15070786339958084,-0.15411959379031254,0.9458843969054597,0.1610496088839889,0.23582383674899843,-2.0866769146267943e-07,1.3433790044499578e-07,6.933412263369555e-09,4.72701422470639e-05,6.671502765019626e-05,0.00013000737312453189,0.0,0.0,0.0,0.0,0.0,0.0,1.3962650773158192,0.0,0.0023576629009306764,1.396265077315819,0.0,0.0028105371435298617
1650324732878174293,-0.11584129840645235,-0.10055823595761976,-0.1381501748555552,0.9765968986026484,-0.12660617746686562,-0.16876668665676003,-0.041799269632568074,0.11560119723506324,-0.05293798594247799,-0.15070778375112007,-0.15429095139682208,0.9458928412810725,0.16097926229788095,0.23572592610977963,-2.086684623414536e-07,1.343367281500566e-07,6.932925496394744e-09,4.727016565394144e-05,6.671642600830531e-05,0.0001300066470181145,0.0,0.0,0.0,0.0,0.0,0.0,1.3962650773158192,0.0,0.0028798683144202314,1.396265077315819,0.0,0.002529349613189462
1650324732912451668,-0.1158423652998949,-0.10055823595761976,-0.1381492802400322,0.9765962469253483,-0.1266063388682186,-0.16877045765398865,-0.04179878075941205,0.11560119723506324,-0.05293798594247799,-0.15070778375112007,-0.15429095139682208,0.9458928412810725,0.16097926229788095,0.23572592610977963,-2.0866823949218027e-07,1.3433712696867747e-07,6.931905003889481e-09,4.726941260462162e-05,6.67159404095849e-05,0.00013000717001936514,0.0,0.0,0.0,0.0,0.0,0.0,1.3962650773158192,0.0,0.003321734433526735,1.396265077315819,0.0,0.0029712157322959658
1650324732945841836,-0.1158423652998949,-0.10055823595761976,-0.1381492802400322,0.9765962469253483,-0.1266063388682186,-0.16877045765398865,-0.04179878075941205,0.11560003335566,-0.05293798594247799,-0.15070867650379205,-0.15429032979575139,0.9458937514982002,0.1609798580705821,0.23572227366915194,-2.0866823949218027e-07,1.3433712696867747e-07,6.931905003889481e-09,4.726941260462162e-05,6.67159404095849e-05,0.00013000717001936514,0.0,0.0,0.0,0.0,0.0,0.0,1.3962650773158192,0.0,0.0032815647863353027,1.396265077315819,0.0,0.0022079924356574426
1650324732978327196,-0.11584180231607849,-0.1005568436672445,-0.1381507657447671,0.9765964585646689,-0.12660812855862094,-0.1687669539013502,-0.04180256179578242,0.11560119723506324,-0.05293798594247799,-0.15070778375112007,-0.15429095139682208,0.9458928412810725,0.16097926229788095,0.23572592610977963,-2.0866791430322216e-07,1.343375016320048e-07,6.934432749811306e-09,4.727089529960533e-05,6.671551325099413e-05,0.00013000685012104377,0.0,0.0,0.0,0.0,0.0,0.0,1.3962650773158192,0.0,0.0032413951391436833,1.396265077315819,0.0,0.002890876437912727
1650324733012288534,-0.11584129840645235,-0.10055823595761976,-0.1381501748555552,0.9765968986026484,-0.12660617746686562,-0.16876668665676003,-0.041799269632568074,0.11560119723506324,-0.05293798594247799,-0.15070778375112007,-0.15429095139682208,0.9458928412810725,0.16097926229788095,0.23572592610977963,-2.086684623414536e-07,1.343367281500566e-07,6.932925496394744e-09,4.727016565394144e-05,6.671642600830531e-05,0.0001300066470181145,0.0,0.0,0.0,0.0,0.0,0.0,1.3962650773158192,0.0,0.0031208861975691995,1.396265077315819,0.0,0.0028105371435298617
1650324733045268168,-0.1158423652998949,-0.10055823595761976,-0.1381492802400322,0.9765962469253483,-0.1266063388682186,-0.16877045765398865,-0.04179878075941205,0.11560119723506324,-0.05293798594247799,-0.15070778375112007,-0.15429095139682208,0.9458928412810725,0.16097926229788095,0.23572592610977963,-2.0866823949218027e-07,1.3433712696867747e-07,6.931905003889481e-09,4.726941260462162e-05,6.67159404095849e-05,0.00013000717001936514,0.0,0.0,0.0,0.0,0.0,0.0,1.3962650773158192,0.0,0.0035225826694842708,1.396265077315819,0.0,0.002931046085104346
1650324733078284399,-0.11584286921408424,-0.1005568436672445,-0.1381498711253524,0.9765958068863367,-0.12660828997268622,-0.16877072489687978,-0.041802072915092525,0.11560119723506324,-0.05293798594247799,-0.15070778375112007,-0.15429095139682208,0.9458928412810725,0.16097926229788095,0.23572592610977963,-2.0866823949218027e-07,1.3433712696867747e-07,6.931905003889481e-09,4.726941260462162e-05,6.67159404095849e-05,0.00013000717001936514,0.0,0.0,0.0,0.0,0.0,0.0,1.3962650773158192,0.0,0.002277323606547812,1.396265077315819,0.0,0.0031720639682533145
